name,event,channel,start time,end time,1,2,3,4,5,6,7,8,9,10,11,12,13
002-SART-August2017-JW,target correct,A-DC1,492436,493971,18982,18969,18817,18771,18758,18786,18786,18641,18605,18583,18658,18597,18597
002-SART-August2017-JW,target correct,A-DC1,507287,508786,18670,18740,18795,18802,18723,18744,18744,18808,18851,18834,18799,18813,18813
002-SART-August2017-JW,target correct,A-DC1,585729,587247,18754,18761,18797,18807,18751,18705,18705,18736,18799,18744,18689,18689,0
002-SART-August2017-JW,target correct,A-DC1,620032,621549,19082,19072,19110,19160,19241,19180,19175,19175,19203,19229,19240,19197,19197
002-SART-August2017-JW,target correct,A-DC1,654451,655966,19293,19328,19393,19407,19403,19383,19375,19375,19436,19420,19365,19368,19368
002-SART-August2017-JW,target correct,A-DC1,828925,830441,19357,19370,19226,19170,19190,19174,19193,19193,19103,19079,19131,19189,19189
002-SART-August2017-JW,target correct,A-DC1,847125,848659,19242,19219,19181,19205,19258,19258,19220,19220,19167,19279,19300,19255,19255
002-SART-August2017-JW,target correct,A-DC1,853724,855233,19335,19371,19311,19244,19220,19267,19310,19310,19281,19248,19278,19304,19304
002-SART-August2017-JW,target correct,A-DC1,886664,888167,19051,19028,19072,19109,19089,19040,19027,19027,19041,19083,19062,19020,19020
002-SART-August2017-JW,target correct,A-DC1,921148,922668,18754,18828,18798,18769,18760,18811,18811,18848,18848,18785,18765,18782,18782
002-SART-August2017-JW,target correct,A-DC1,949193,950696,18686,18622,18650,18639,18710,18599,18599,18585,18601,18635,18701,18617,18617
002-SART-August2017-JW,target correct,A-DC1,1098293,1099810,19004,18977,18905,18906,18931,18957,18898,18860,18847,18881,18929,18929,0
002-SART-August2017-JW,target correct,A-DC1,1219113,1220630,18562,18547,18565,18622,18611,18484,18484,18506,18513,18532,18549,18466,18466
002-SART-August2017-JW,target correct,A-DC1,1282778,1284294,19274,19294,19327,19234,19199,19230,19270,19270,19236,19202,19176,19228,19228
002-SART-August2017-JW,target correct,A-DC1,1302548,1304080,19200,19227,19269,19347,19318,19306,19295,19295,19323,19388,19348,19300,19300
002-SART-August2017-JW,target correct,A-DC1,1382893,1384412,18977,18967,18862,18858,18846,18913,18913,18861,18814,18816,18895,18932,18932
002-SART-August2017-JW,target correct,A-DC1,1465158,1466678,19172,19110,19112,19162,19212,19164,19164,19094,19104,19140,19155,19204,19204
002-SART-August2017-JW,target correct,A-DC1,1473367,1474886,18981,18991,19028,19068,19021,19018,18990,18990,19058,19123,19102,19062,19062
002-SART-August2017-JW,target correct,A-DC1,1489800,1491302,19772,19827,19824,19736,19704,19744,19744,19756,19753,19663,19587,19538,19538
002-SART-August2017-JW,target correct,A-DC1,1539088,1540601,18657,18715,18638,18614,18615,18677,18677,18728,18664,18663,18680,18717,18717
002-SART-August2017-JW,target correct,A-DC1,1570099,1571616,18485,18456,18445,18509,18510,18436,18409,18409,18437,18519,18463,18403,18425
002-SART-August2017-JW,target correct,A-DC1,1601128,1602646,18213,18212,18259,18367,18234,18170,18170,18202,18244,18288,18185,18171,18171
002-SART-August2017-JW,target correct,A-DC1,1614357,1615859,18518,18583,18617,18492,18512,18526,18567,18567,18489,18462,18452,18506,18534
002-SART-August2017-JW,target correct,A-DC1,1694156,1695689,18505,18524,18526,18514,18415,18379,18375,18375,18455,18389,18383,18415,18415
002-SART-August2017-JW,target correct,A-DC1,1771481,1772999,18628,18665,18746,18770,18676,18644,18620,18620,18634,18676,18565,18594,18594
002-SART-August2017-JW,target correct,A-DC1,1831725,1833227,18645,18574,18483,18437,18423,18469,18469,18523,18467,18451,18442,18502,18502
002-SART-August2017-JW,target correct,A-DC1,1843321,1844871,18662,18673,18587,18568,18554,18631,18646,18646,18563,18528,18522,18544,18544
002-SART-August2017-JW,target correct,A-DC1,1864691,1866209,18584,18640,18686,18668,18688,18675,18675,18678,18741,18656,18656,18677,18677
002-SART-August2017-JW,target correct,A-DC1,1923616,1925135,19309,19301,19339,19383,19364,19347,19330,19330,19367,19393,19442,19387,19387
002-SART-August2017-JW,target correct,A-DC1,1983994,1985512,19360,19361,19445,19401,19365,19360,19427,19427,19472,19452,19456,19461,19516
002-SART-August2017-JW,target incorrect,A-DC1,75736,77237,19749,19712,19770,19823,19771,19752,19752,19764,19867,19849,19812,19874,19874
002-SART-August2017-JW,target incorrect,A-DC1,167279,168796,19341,19267,19355,19394,19459,19398,19386,19386,19479,19516,19527,19473,19473
002-SART-August2017-JW,target incorrect,A-DC1,441201,442721,19262,19242,19212,19232,19293,19332,19334,19334,19278,19293,19272,19316,19327
002-SART-August2017-JW,target incorrect,A-DC1,461038,462573,19459,19501,19448,19398,19357,19378,19387,19387,19367,19223,19189,19240,19238
002-SART-August2017-JW,target incorrect,A-DC1,489049,490570,18706,18712,18762,18847,18881,18823,18885,18885,18919,18978,18993,18961,18949
002-SART-August2017-JW,target incorrect,A-DC1,548193,549711,18652,18554,18563,18533,18582,18584,18584,18521,18496,18551,18626,18602,18602
002-SART-August2017-JW,target incorrect,A-DC1,883310,884828,19187,19154,19117,19104,19127,19176,19176,19141,19103,19070,19114,19142,19142
002-SART-August2017-JW,target incorrect,A-DC1,931142,932643,18654,18666,18711,18706,18778,18724,18724,18706,18727,18787,18856,18777,18777
002-SART-August2017-JW,target incorrect,A-DC1,970532,972055,18994,18997,19092,19145,19104,19051,19090,19090,19151,19197,19199,19175,19175
002-SART-August2017-JW,target incorrect,A-DC1,1073600,1075120,19158,19208,19219,19145,19143,19181,19262,19262,19261,19242,19237,19295,19360
002-SART-August2017-JW,target incorrect,A-DC1,1080175,1081691,18964,18972,19027,19107,19062,19026,19026,19109,19129,19218,19201,19187,19187
002-SART-August2017-JW,target incorrect,A-DC1,1168464,1169997,19101,19125,19159,19211,19194,19136,19136,19138,19163,19199,19237,19164,19164
002-SART-August2017-JW,target incorrect,A-DC1,1379524,1381061,19043,19018,18985,18950,18968,18994,18997,18997,18977,18988,18987,19038,19038
002-SART-August2017-JW,target incorrect,A-DC1,1386281,1387798,19137,19136,19205,19260,19242,19202,19192,19192,19243,19313,19254,19224,19224
002-SART-August2017-JW,target incorrect,A-DC1,1442118,1443639,19168,19217,19249,19294,19250,19178,19178,19220,19223,19232,19187,19116,19116
002-SART-August2017-JW,target incorrect,A-DC1,1532510,1534027,18755,18790,18835,18792,18767,18792,18792,18859,18902,18888,18837,18859,18859
002-SART-August2017-JW,target incorrect,A-DC1,1753264,1754783,18808,18802,18698,18702,18708,18743,18595,18595,18558,18587,18633,18581,18514
002-SART-August2017-JW,target incorrect,A-DC1,1763275,1764791,18750,18784,18779,18839,18760,18739,18739,18719,18783,18778,18671,18678,18678
002-SART-August2017-JW,target incorrect,A-DC1,1886046,1887564,19150,19154,19086,19091,19119,19152,19152,19086,19099,19059,19112,19105,19105
002-SART-August2017-JW,target correct,A-DC2,93721,95241,1344.7,1362.2,1378.9,1365.7,1353.4,1357,1357,1373.8,1384.6,1363.2,1371.5,1377.5,1377.5
002-SART-August2017-JW,target correct,A-DC2,163941,165443,1384.8,1385.3,1398.3,1395.7,1380.7,1388.1,1388.1,1388,1404.7,1389,1387.8,1391.6,1391.6
002-SART-August2017-JW,target correct,A-DC2,214675,216177,1384.2,1381.8,1365.9,1370.2,1378.7,1392.3,1377.8,1377.8,1373.9,1383,1384.6,1398.2,1398.2
002-SART-August2017-JW,target correct,A-DC2,218014,219531,1393.4,1400.1,1397.8,1379.7,1381.7,1377.4,1398.4,1398.4,1365.9,1360,1365.1,1366.4,1366.4
002-SART-August2017-JW,target correct,A-DC2,288233,289751,1321.4,1319.5,1324.4,1317.8,1307,1314.4,1326.6,1318.5,1313.9,1332.1,1335.1,1335.1,0
002-SART-August2017-JW,target correct,A-DC2,299811,301330,1397.7,1387.1,1381,1384.8,1397.6,1377.4,1372.5,1372.5,1376.6,1389.3,1394.3,1377.8,1377.8
002-SART-August2017-JW,target correct,A-DC2,357569,359105,1283.4,1270.7,1274.3,1282,1288.1,1290.3,1282.1,1282.1,1281,1288.8,1297.5,1300.3,1288
002-SART-August2017-JW,target correct,A-DC2,427940,429475,1327.2,1331.7,1322.6,1319.6,1325.2,1339.2,1331.4,1331.4,1320.8,1328.1,1338.4,1349.6,1342.4
002-SART-August2017-JW,target correct,A-DC2,492436,493971,1325.9,1307.9,1296.6,1294.2,1297.2,1292.3,1292.3,1281.6,1274.1,1281.8,1282.7,1270.1,1270.1
002-SART-August2017-JW,target correct,A-DC2,507287,508786,1270.2,1271.9,1286.2,1279.4,1264.3,1260,1260,1270.9,1283,1275.8,1268.6,1267.6,1267.6
002-SART-August2017-JW,target correct,A-DC2,585729,587247,1260,1264.3,1279.5,1264,1257.2,1268.4,1268.4,1266.9,1281.3,1265.3,1268.4,1268.4,0
002-SART-August2017-JW,target correct,A-DC2,620032,621549,1300.9,1301,1305.6,1313.4,1323.3,1313,1309.3,1309.3,1318.1,1332.1,1327.5,1320.2,1320.2
002-SART-August2017-JW,target correct,A-DC2,654451,655966,1352.5,1348.9,1363.6,1363.5,1362.6,1355,1363.3,1363.3,1371.3,1357.8,1355.3,1362.2,1362.2
002-SART-August2017-JW,target correct,A-DC2,828925,830441,1344.6,1339.5,1318.6,1316.4,1313.7,1316,1307.1,1307.1,1291.6,1289.4,1291.5,1300.7,1300.7
002-SART-August2017-JW,target correct,A-DC2,847125,848659,1337.8,1323,1326.9,1325.1,1338.7,1329.3,1324,1324,1321.6,1330.9,1330.5,1318.3,1318.3
002-SART-August2017-JW,target correct,A-DC2,853724,855233,1334.9,1347.5,1333.6,1316.1,1317.4,1325.3,1324.2,1324.2,1311.6,1309.4,1305.6,1309.3,1309.3
002-SART-August2017-JW,target correct,A-DC2,886664,888167,1328.5,1325.7,1336.1,1341.3,1332.9,1322,1314.8,1314.8,1321.2,1325.3,1319.3,1319.6,1319.6
002-SART-August2017-JW,target correct,A-DC2,921148,922668,1292.1,1303.2,1291.2,1286,1290.8,1286.4,1286.4,1309.1,1295,1280.7,1291.2,1292.2,1292.2
002-SART-August2017-JW,target correct,A-DC2,949193,950696,1272.4,1255.8,1264.1,1267.2,1275.6,1254.8,1254.8,1257.7,1257.8,1263.4,1275.6,1263,1263
002-SART-August2017-JW,target correct,A-DC2,1098293,1099810,1272.5,1261.8,1252.9,1254.4,1263.4,1268.3,1252.2,1248.4,1249.8,1255.1,1262.9,1262.9,0
002-SART-August2017-JW,target correct,A-DC2,1219113,1220630,1212.2,1211.9,1223.6,1230.6,1226,1216.6,1216.6,1213,1220.7,1229,1222.9,1210.3,1210.3
002-SART-August2017-JW,target correct,A-DC2,1282778,1284294,1351.5,1355.8,1357.4,1345.7,1347.1,1348.4,1359.7,1359.7,1353.7,1343.1,1347.9,1360.2,1360.2
002-SART-August2017-JW,target correct,A-DC2,1302548,1304080,1301.3,1306.4,1314.2,1324.2,1317.1,1313.1,1313.7,1313.7,1326.8,1327.6,1315.1,1313.5,1313.5
002-SART-August2017-JW,target correct,A-DC2,1382893,1384412,1282.7,1273.4,1266.2,1260.4,1265.9,1276,1276,1267.5,1255.1,1260,1258.1,1268.5,1268.5
002-SART-August2017-JW,target correct,A-DC2,1465158,1466678,1275.4,1280.1,1274.2,1281.2,1289.1,1274.9,1274.9,1275.1,1280.4,1287.5,1294.6,1291,1291
002-SART-August2017-JW,target correct,A-DC2,1473367,1474886,1255.1,1258,1267.1,1274,1260,1255.9,1261.5,1261.5,1269,1278,1264.2,1265.3,1265.3
002-SART-August2017-JW,target correct,A-DC2,1489800,1491302,1355.6,1363.6,1355.8,1351.3,1352.6,1360,1360,1367.1,1360.7,1343.7,1337.8,1338.6,1338.6
002-SART-August2017-JW,target correct,A-DC2,1539088,1540601,1240,1247.1,1225.7,1220.9,1229.1,1235.1,1235.1,1247.5,1231.6,1226.2,1234.3,1243.2,1243.2
002-SART-August2017-JW,target correct,A-DC2,1570099,1571616,1272.2,1270.1,1269.2,1279,1274.2,1263.3,1267.2,1267.2,1267.1,1275.7,1270.9,1261.8,1259.5
002-SART-August2017-JW,target correct,A-DC2,1601128,1602646,1220.4,1226,1228,1241.1,1222,1227.9,1227.9,1224,1232.9,1237.3,1216.4,1223.6,1223.6
002-SART-August2017-JW,target correct,A-DC2,1614357,1615859,1270.6,1278.5,1285,1275.8,1275.5,1276.8,1292.5,1292.5,1270.5,1273.1,1275.4,1281.1,1278.8
002-SART-August2017-JW,target correct,A-DC2,1694156,1695689,1270.6,1266.9,1266.9,1255.5,1241,1245.1,1251.3,1251.3,1252.5,1248,1236.6,1241.3,1241.3
002-SART-August2017-JW,target correct,A-DC2,1771481,1772999,1297.5,1302.9,1318,1328.9,1319.8,1308.4,1312.8,1312.8,1335.2,1336,1320,1316.6,1316.6
002-SART-August2017-JW,target correct,A-DC2,1831725,1833227,1287,1263.6,1256.5,1251.9,1259.2,1265.2,1265.2,1263.2,1263,1253.1,1261.7,1274.4,1274.4
002-SART-August2017-JW,target correct,A-DC2,1843321,1844871,1305.9,1302.9,1294.1,1292.9,1298.9,1306.5,1307.7,1307.7,1288.3,1292,1289.5,1300.8,1300.8
002-SART-August2017-JW,target correct,A-DC2,1864691,1866209,1228,1227.9,1238.6,1228.1,1229.5,1234.3,1234.3,1238.4,1242.3,1228.1,1230,1235.2,1235.2
002-SART-August2017-JW,target correct,A-DC2,1923616,1925135,1304.6,1306,1315.6,1328,1311.6,1314.7,1307.2,1307.2,1318.4,1320,1323.9,1312.4,1312.4
002-SART-August2017-JW,target correct,A-DC2,1983994,1985512,1351.3,1360.3,1374.6,1360.5,1358.9,1357,1368.4,1368.4,1379.2,1362.9,1365,1367.3,1378.6
002-SART-August2017-JW,target incorrect,A-DC2,75736,77237,1359.5,1370.1,1377.3,1393.5,1361.3,1369.7,1369.7,1385.1,1396.5,1378.7,1369.9,1388.9,1388.9
002-SART-August2017-JW,target incorrect,A-DC2,167279,168796,1403.4,1405.5,1410.7,1418.2,1422.6,1402.9,1408.4,1408.4,1415.6,1431.6,1412.7,1404,1404
002-SART-August2017-JW,target incorrect,A-DC2,441201,442721,1357.6,1352.8,1343.1,1350.4,1353.1,1369.8,1360.3,1360.3,1350.9,1363.9,1356.6,1369,1356.5
002-SART-August2017-JW,target incorrect,A-DC2,461038,462573,1370.8,1383.9,1376.4,1372,1372.2,1371.6,1378.2,1378.2,1367.1,1359.7,1351.9,1357.7,1368.1
002-SART-August2017-JW,target incorrect,A-DC2,489049,490570,1253.6,1255.3,1266.5,1277.3,1266,1259.9,1261.4,1261.4,1268.2,1284.1,1285.6,1276.5,1274.3
002-SART-August2017-JW,target incorrect,A-DC2,548193,549711,1273.9,1261.1,1261.5,1264.5,1274.9,1269.9,1269.9,1256,1261.5,1271.7,1287.7,1269.6,1269.6
002-SART-August2017-JW,target incorrect,A-DC2,883310,884828,1377.1,1357.8,1362,1360.6,1366,1378.7,1378.7,1353.5,1354,1358,1358.7,1370.7,1370.7
002-SART-August2017-JW,target incorrect,A-DC2,931142,932643,1250.1,1249.6,1258.4,1271.8,1278.1,1257.8,1257.8,1255.6,1274.8,1277.8,1280.6,1271,1271
002-SART-August2017-JW,target incorrect,A-DC2,970532,972055,1264.2,1259.9,1269.7,1271,1257.7,1256.3,1260.1,1260.1,1275.7,1277,1263.6,1264.2,1264.2
002-SART-August2017-JW,target incorrect,A-DC2,1073600,1075120,1312.4,1322.8,1316.3,1303.6,1300.8,1309.9,1322.3,1322.3,1312.1,1307,1307.2,1326,1332.7
002-SART-August2017-JW,target incorrect,A-DC2,1080175,1081691,1294.1,1290.6,1303,1304.6,1295,1296.9,1296.9,1294.2,1307.4,1317.5,1303.5,1293.6,1293.6
002-SART-August2017-JW,target incorrect,A-DC2,1168464,1169997,1305.7,1297.9,1303.1,1309.5,1304.4,1300.3,1300.3,1295.3,1302,1308.8,1302.9,1291.4,1291.4
002-SART-August2017-JW,target incorrect,A-DC2,1379524,1381061,1286.8,1277.7,1279.5,1286.8,1292.2,1313.6,1305.8,1305.8,1311,1301.4,1312.6,1303.7,1303.7
002-SART-August2017-JW,target incorrect,A-DC2,1386281,1387798,1273.5,1275.9,1286.4,1296.1,1278.2,1279.6,1284.3,1284.3,1293.4,1302.7,1291.5,1288.6,1288.6
002-SART-August2017-JW,target incorrect,A-DC2,1442118,1443639,1257.6,1264.4,1273.3,1274.3,1263.3,1262.5,1262.5,1273.6,1281,1287.4,1272.3,1263.7,1263.7
002-SART-August2017-JW,target incorrect,A-DC2,1532510,1534027,1249.9,1251.5,1258.9,1247.7,1241.1,1243.3,1243.3,1254.9,1258.4,1250,1254,1244.4,1244.4
002-SART-August2017-JW,target incorrect,A-DC2,1753264,1754783,1341.6,1340.6,1328.1,1319.1,1328.4,1337.5,1310.9,1310.9,1303.3,1318.7,1321.8,1316,1301.7
002-SART-August2017-JW,target incorrect,A-DC2,1763275,1764791,1300.2,1304.6,1309.8,1320.8,1296,1295.1,1295.1,1298.6,1307.8,1301.8,1286.4,1284.3,1284.3
002-SART-August2017-JW,target incorrect,A-DC2,1886046,1887564,1303.7,1297.7,1294,1288.2,1302.7,1312.7,1312.7,1284.5,1281.8,1289.3,1295.4,1289,1289
002-SART-August2017-JW,target correct,A-DC3,93721,95241,1325.7,1332.5,1339.4,1329.7,1321,1327.2,1327.2,1327.4,1343.3,1331.9,1322.9,1328.7,1328.7
002-SART-August2017-JW,target correct,A-DC3,163941,165443,1341.6,1353.5,1355.7,1362.9,1345.5,1344.1,1344.1,1357.4,1369,1357.3,1353,1350.5,1350.5
002-SART-August2017-JW,target correct,A-DC3,214675,216177,1355.2,1348.9,1335.1,1332.3,1343,1349.5,1336.3,1336.3,1330.8,1330.8,1341,1351.3,1351.3
002-SART-August2017-JW,target correct,A-DC3,218014,219531,1352,1365.8,1361,1341.1,1352.3,1353.2,1358.3,1358.3,1338.1,1339.4,1335.4,1336.6,1336.6
002-SART-August2017-JW,target correct,A-DC3,288233,289751,1286.7,1285.6,1289.1,1280.9,1277.3,1283.5,1296.9,1288.7,1284.5,1288.8,1302.3,1302.3,0
002-SART-August2017-JW,target correct,A-DC3,299811,301330,1356.8,1338.3,1328.7,1345.2,1354.6,1336.2,1328.9,1328.9,1341.6,1350.8,1345,1332,1332
002-SART-August2017-JW,target correct,A-DC3,357569,359105,1252.6,1234,1235.9,1239,1250.5,1249.4,1231.1,1231.1,1239.3,1249.1,1253.9,1253.1,1238.4
002-SART-August2017-JW,target correct,A-DC3,427940,429475,1309.3,1316.1,1295.9,1296.2,1301.8,1312.4,1308.4,1308.4,1289.7,1296.2,1308.2,1320.8,1305.5
002-SART-August2017-JW,target correct,A-DC3,492436,493971,1298.7,1280.5,1274.7,1269,1271.4,1275,1275,1260.2,1266.7,1266.2,1272.2,1255.8,1255.8
002-SART-August2017-JW,target correct,A-DC3,507287,508786,1249.9,1255.5,1267.2,1249.9,1239.8,1243.3,1243.3,1250.8,1264.1,1244.2,1241.1,1238.3,1238.3
002-SART-August2017-JW,target correct,A-DC3,585729,587247,1235.9,1239.2,1254.3,1239.1,1235.5,1233.1,1233.1,1234.7,1249.5,1236,1233.2,1233.2,0
002-SART-August2017-JW,target correct,A-DC3,620032,621549,1269,1275.5,1271.3,1281.2,1296,1267,1275.2,1275.2,1283.2,1299.6,1293.2,1289.9,1289.9
002-SART-August2017-JW,target correct,A-DC3,654451,655966,1302.1,1311.1,1319.9,1321.6,1307.3,1313.6,1314,1314,1326.4,1314,1307,1311.9,1311.9
002-SART-August2017-JW,target correct,A-DC3,828925,830441,1317.5,1314,1290.8,1285.8,1288.2,1297.7,1286.8,1286.8,1268.1,1268.9,1280.5,1281.1,1281.1
002-SART-August2017-JW,target correct,A-DC3,847125,848659,1286.7,1278.5,1281.7,1292.6,1295.7,1287.8,1280.7,1280.7,1287.4,1297.3,1295.5,1282.1,1282.1
002-SART-August2017-JW,target correct,A-DC3,853724,855233,1295,1305.4,1294.8,1280,1280.3,1283.9,1293.8,1293.8,1284.8,1273.9,1278.3,1279.5,1279.5
002-SART-August2017-JW,target correct,A-DC3,886664,888167,1297.7,1296.6,1306.9,1309.1,1288,1283.8,1274.6,1274.6,1286.3,1296.4,1288.1,1280.5,1280.5
002-SART-August2017-JW,target correct,A-DC3,921148,922668,1270.6,1285.3,1263.1,1256.8,1263.9,1271.7,1271.7,1278.9,1267.3,1264.2,1261.1,1261.2,1261.2
002-SART-August2017-JW,target correct,A-DC3,949193,950696,1264.3,1251.6,1250,1267.5,1262.4,1242.9,1242.9,1240.8,1250.7,1254.3,1264.3,1242.9,1242.9
002-SART-August2017-JW,target correct,A-DC3,1098293,1099810,1231.2,1212.2,1206.3,1208.3,1212.8,1221.2,1207.2,1199.3,1201.2,1208,1220.4,1220.4,0
002-SART-August2017-JW,target correct,A-DC3,1219113,1220630,1188.7,1190,1201.6,1211.9,1204.1,1186.5,1186.5,1190.4,1195.6,1208.3,1200.9,1184.7,1184.7
002-SART-August2017-JW,target correct,A-DC3,1282778,1284294,1316.7,1327.3,1330.8,1311.1,1305.5,1322.1,1331.1,1331.1,1312.8,1313.8,1314.3,1321.4,1321.4
002-SART-August2017-JW,target correct,A-DC3,1302548,1304080,1264.4,1260.5,1279.2,1281.3,1270.4,1273.5,1268.9,1268.9,1283.4,1287.5,1274.2,1269.1,1269.1
002-SART-August2017-JW,target correct,A-DC3,1382893,1384412,1229.7,1224.5,1210.6,1217,1221.8,1235.2,1235.2,1221.2,1214,1222.1,1225.9,1236,1236
002-SART-August2017-JW,target correct,A-DC3,1465158,1466678,1216.2,1213.5,1223.5,1226.4,1236.2,1222,1222,1221.6,1221,1235.1,1240.3,1232.5,1232.5
002-SART-August2017-JW,target correct,A-DC3,1473367,1474886,1205.2,1208.5,1217.9,1227.7,1205.5,1212.1,1209.7,1209.7,1218.5,1228,1216.3,1213.8,1213.8
002-SART-August2017-JW,target correct,A-DC3,1489800,1491302,1283.6,1294,1283.1,1275.9,1287.1,1288.9,1288.9,1294.5,1290.8,1279.8,1271.8,1273.8,1273.8
002-SART-August2017-JW,target correct,A-DC3,1539088,1540601,1210.4,1204.8,1195.9,1191.2,1189.4,1195.9,1195.9,1208.2,1194.9,1198.6,1197.8,1208.7,1208.7
002-SART-August2017-JW,target correct,A-DC3,1570099,1571616,1226,1230.8,1227,1236.8,1240.8,1218.3,1227.9,1227.9,1228.2,1233.9,1227.4,1225.7,1219
002-SART-August2017-JW,target correct,A-DC3,1601128,1602646,1185.4,1189.9,1198.9,1212.5,1187.6,1188.8,1188.8,1181.4,1189.9,1197.4,1178.7,1185,1185
002-SART-August2017-JW,target correct,A-DC3,1614357,1615859,1225,1235.7,1234.7,1222.4,1223.2,1242.3,1246.1,1246.1,1232.9,1229.1,1226.4,1245.1,1247
002-SART-August2017-JW,target correct,A-DC3,1694156,1695689,1217.3,1204.7,1218.2,1204.4,1193.4,1188.8,1201.2,1201.2,1211.3,1198.4,1192.9,1194.2,1194.2
002-SART-August2017-JW,target correct,A-DC3,1771481,1772999,1264,1272.1,1288.2,1295,1283.8,1273.2,1276.9,1276.9,1303.3,1293.2,1273.2,1282,1282
002-SART-August2017-JW,target correct,A-DC3,1831725,1833227,1252.5,1232.6,1217.4,1220.2,1231.7,1240.1,1240.1,1245.2,1231.5,1228.1,1231.2,1247,1247
002-SART-August2017-JW,target correct,A-DC3,1843321,1844871,1294.6,1290.4,1273.4,1278.2,1277.7,1287.9,1298.5,1298.5,1280.2,1270.8,1272,1275.2,1275.2
002-SART-August2017-JW,target correct,A-DC3,1864691,1866209,1192,1196,1203.8,1193.7,1192.1,1189.8,1189.8,1209.2,1208.1,1185.6,1190,1201.1,1201.1
002-SART-August2017-JW,target correct,A-DC3,1923616,1925135,1248.3,1246.7,1254.4,1266.5,1253.7,1250.2,1250.2,1250.2,1259.4,1266.6,1268.7,1256.1,1256.1
002-SART-August2017-JW,target correct,A-DC3,1983994,1985512,1294.3,1301.3,1313.6,1294.8,1296.2,1299.8,1312.5,1312.5,1323.2,1301,1299.6,1302.7,1311.4
002-SART-August2017-JW,target incorrect,A-DC3,75736,77237,1327.1,1321.7,1337.6,1344,1323,1326.6,1326.6,1325.8,1349.5,1323.4,1318.9,1328.1,1328.1
002-SART-August2017-JW,target incorrect,A-DC3,167279,168796,1355.7,1354.7,1358.6,1368.5,1366.1,1356.1,1361.4,1361.4,1370.1,1376.5,1362.6,1361.8,1361.8
002-SART-August2017-JW,target incorrect,A-DC3,441201,442721,1322.5,1309.2,1305.7,1303.9,1315.4,1323.8,1316.4,1316.4,1306.3,1326,1314.7,1326.1,1308.2
002-SART-August2017-JW,target incorrect,A-DC3,461038,462573,1320.8,1328.2,1320.2,1309.5,1311.2,1322.6,1328,1328,1306.2,1299.1,1299.8,1309,1317.9
002-SART-August2017-JW,target incorrect,A-DC3,489049,490570,1232.3,1237,1242.4,1245.3,1237.5,1231.7,1233.1,1233.1,1243.3,1251.5,1246.9,1233.6,1235.5
002-SART-August2017-JW,target incorrect,A-DC3,548193,549711,1248,1235,1227.6,1241,1250.7,1235,1235,1233.9,1224.7,1243.4,1248,1234.5,1234.5
002-SART-August2017-JW,target incorrect,A-DC3,883310,884828,1339.6,1324.7,1324.2,1329.3,1333,1341.2,1341.2,1318,1318.6,1317.1,1324.4,1344.3,1344.3
002-SART-August2017-JW,target incorrect,A-DC3,931142,932643,1221.7,1226.7,1231.2,1242.2,1237.7,1228,1228,1229.3,1241.6,1250.3,1254.4,1234.5,1234.5
002-SART-August2017-JW,target incorrect,A-DC3,970532,972055,1220.8,1223.6,1229.7,1239.5,1225.1,1219.7,1223.9,1223.9,1227.2,1235.8,1222.9,1222.8,1222.8
002-SART-August2017-JW,target incorrect,A-DC3,1073600,1075120,1260.9,1270,1258.1,1251.9,1251.9,1260.4,1274.8,1274.8,1264.9,1260.2,1261.5,1268.9,1281.6
002-SART-August2017-JW,target incorrect,A-DC3,1080175,1081691,1236.4,1239.1,1250.3,1257.2,1236.9,1241.1,1241.1,1244.9,1253.3,1265.2,1244.7,1247.4,1247.4
002-SART-August2017-JW,target incorrect,A-DC3,1168464,1169997,1236.4,1249.1,1248.3,1254.9,1242.2,1238.7,1238.7,1242.3,1243.3,1258.4,1247.4,1239.4,1239.4
002-SART-August2017-JW,target incorrect,A-DC3,1379524,1381061,1252.5,1238.7,1238.5,1250.1,1264.3,1271.6,1257,1257,1254.7,1267,1270.9,1262.2,1262.2
002-SART-August2017-JW,target incorrect,A-DC3,1386281,1387798,1235.1,1236.8,1246.9,1253.2,1237,1237.6,1243.2,1243.2,1255.4,1265.3,1249.6,1242.2,1242.2
002-SART-August2017-JW,target incorrect,A-DC3,1442118,1443639,1212.4,1215.3,1220.7,1220,1204.9,1213.7,1213.7,1213,1227.3,1232.9,1214,1206.8,1206.8
002-SART-August2017-JW,target incorrect,A-DC3,1532510,1534027,1207.1,1217.2,1217.7,1203.6,1197.4,1202.6,1202.6,1221.2,1222.7,1203.7,1205.6,1206.8,1206.8
002-SART-August2017-JW,target incorrect,A-DC3,1753264,1754783,1311.1,1304.1,1294.5,1294.3,1302.2,1306.3,1286.4,1286.4,1286.2,1281.1,1292,1282.7,1272.8
002-SART-August2017-JW,target incorrect,A-DC3,1763275,1764791,1254.7,1265.9,1259.3,1271.4,1248.7,1244.6,1244.6,1248.1,1255.6,1246.9,1238.9,1234.2,1234.2
002-SART-August2017-JW,target incorrect,A-DC3,1886046,1887564,1264.4,1264.5,1249.8,1252.2,1254.2,1258.8,1258.8,1238.4,1239.3,1240.9,1243.1,1238.7,1238.7
002-SART-August2017-JW,target correct,A-DC4,93721,95241,1792.9,1797.4,1810.2,1795.2,1784.5,1788.1,1788.1,1792.5,1810.7,1788.6,1784.1,1795.4,1795.4
